Last Name,First Name,Title,Institution,Advisor 1,Advisor 2,Advisor 3,Advisor 4,Subject,SubjectReconciled,Year,Failed
Nielsen,Christina,‘Hoc Opus Eximium’: Artistic Patronage in the Ottonian Empire,Chicago,L. Seidel,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2002,No
Prado-Vilar,Francisco,In the Shadow of the Gothic Idol: The Cantigas de Santa Maria and the Imagery of Love and Conversion,Harvard,J. Shearman,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2002,No
Roff,Shelley Elaine,Building Images of Prosperity: The Catalan Merchant Halls of the Fourteenth and Fifteenth Centuries,Brown,S. Bonde,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2002,No
Rowe,Nina A.,Monumental Fictions: Personifications of Synagogue and Church on the Thirteenth-Century Cathedral Facade,Northwestern,S. Hindman,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2002,No
Camara,Esperança,Pictures and Prayers: Madonna of the Rosary Imagery in Post-Tridentine Italy,Johns Hopkins,E. Cropper,,,,Eighteenth-Century Art,Eighteenth Century,2002,No
Germann,Jennifer,Figuring Marie Leszczinska (1703–1768): Representing Queenship in Eighteenth-Century France,UNC Chapel Hill,M. Sheriff,,,,Eighteenth-Century Art,Eighteenth Century,2002,No
Heller-Greenman,Bernadine,The Monument du costume of Jean-Michel le Jeune in the Context of Rousseau and the Ancien Régime,Florida State,R. Neuman,,,,Eighteenth-Century Art,Eighteenth Century,2002,No
Justus,Kevin,"A Fractured Mirror: The Royal Portraiture of Louis XV and the Search for a Successful Image through Architecture; or, Versailles Is the Thing in which We Will Catch the Character of the King",UNC Chapel Hill,M. Sheriff,,,,Eighteenth-Century Art,Eighteenth Century,2002,No
Minor,Heather,"Reforming Rome: Architecture and Culture, 1730–58",Princeton,J. Pinto,,,,Eighteenth-Century Art,Eighteenth Century,2002,No
Tonkovich,Jennifer,Claude Gillot and the Theater with a Catalogue of Drawings,Rutgers,M. Eidelberg,,,,Eighteenth-Century Art,Eighteenth Century,2002,No
Dapena,Gerard,"Framing Spain: Cinema, Painting, and National Identity under Franco, 1939–1950",CUNY,R. Long,,,,Film/Video,Film/Video,2002,No
De Bruyn,Eric,The Filmic Anomaly: Moments in Post-Minimalism (1966–1970),CUNY,A. Chave,,,,Film/Video,Film/Video,2002,No
Falkenberg,Merrill,The Myth of Interactivity in Video Art,Stanford,S. Bukatman,P. Lee,,,Film/Video,Film/Video,2002,No
Freire-Medeiros,Bianca,"The Traveling City: Representations of Rio in U.S. Films, Travel Accounts and Scholarly Writing",Binghamton,A. King,,,,Film/Video,Film/Video,2002,No
Berenfeld,Michelle,The Bishop's Palace at Aphrodisias: A Late Roman Townhouse in the Center of the City,IFA/NYU,C. Ratté,,,,Greek/Roman Art,Greek/Roman Art,2002,No
Bressler,Ross,Between Ancient and All'Antica: The Imitation of Roman Coins in the Renaissance,Boston,J. Cranston,,,,Greek/Roman Art,Greek/Roman Art,2002,No
Buboltz,Lisa,Dance Scenes in Early Archaic Greek Vase Painting,Harvard,D.G. Mitten,,,,Greek/Roman Art,Greek/Roman Art,2002,No
Chi,Jennifer,Studies in the Programmatic Statuary of Roman Asia Minor,IFA/NYU,R. Smith,,,,Greek/Roman Art,Greek/Roman Art,2002,No
Dickson,Katrina M.,Agrippina Minor: Optima Mater or Semper Atrox,Emory,E. Varner,,,,Greek/Roman Art,Greek/Roman Art,2002,No
Gaunt,Jasper,The Attic Volute-Krater,IFA/NYU,D. von Bothmer,,,,Greek/Roman Art,Greek/Roman Art,2002,No
Karakas,Scott,Subject and Symbolism in Historical Battle Reliefs of the Late Classical and Hellenistic Periods,UNC Chapel Hill,M. Sturgeon,,,,Greek/Roman Art,Greek/Roman Art,2002,No
Milbank,Thomas Lightfoot,"A Commercial and Industrial Building in the Athenian Agora, 480 BC to AD 125",Bryn Mawr,S. Miller-Collett,,,,Greek/Roman Art,Greek/Roman Art,2002,No
Rose,Marice,The Iconography of Female Adornment in Late Antiquity,Rutgers,A. St. Clair Harvey,,,,Greek/Roman Art,Greek/Roman Art,2002,No
Schon,Robert,Seeding the Landscape: Experimental Contributions to Regional Survey Methodology,Bryn Mawr,J. Wright,,,,Greek/Roman Art,Greek/Roman Art,2002,No
Senseney,John,The Shaping of Imperial Order: Rome's Porticoed Enclosures from the Late Republic to the High Principate and the Question of Hellenistic Antecedents,UC Santa Barbara,F. Yegül,,,,Greek/Roman Art,Greek/Roman Art,2002,No
Symeonoglou,Nancy,"Early Iron Age Pottery and the Development of the Sanctuary at Aetos, Ithaka",Washington University,S. Rotroff,,,,Greek/Roman Art,Greek/Roman Art,2002,No
Taback,Natalie,Untangling the Muses: A Comprehensive Study of Sculptures of Muses in the Greek and Roman World,Harvard,D.G. Mitten,,,,Greek/Roman Art,Greek/Roman Art,2002,No
Kanda,Fusae,"The Development of Amida Raigo Painting: Style, Concept, and Landscape",Yale,M. Yiengpruksawan,,,,Japanese/Korean Art,Japanese/Korean Art,2002,No
Lippit,Yukio,"The Birth of Japanese Painting History: Kano Artists, Authors, and Authenticators of the Seventeenth Century",Princeton,Y. Shimizu,,,,Japanese/Korean Art,Japanese/Korean Art,2002,No
Milhaupt,Terry,Flowers at the Crossroads: The Four-Hundred-Year Life of a Japanese Textile,Washington University,K. Brock,,,,Japanese/Korean Art,Japanese/Korean Art,2002,No
Mintz,Robert,Manifestations of Cultural Hybridity in Yosa Buson's Bunjinga: Interpretations of Eighteenth-Century Japanese Paintings,University of Washington,C. Bogel,,,,Japanese/Korean Art,Japanese/Korean Art,2002,No
Amor,Monica,Defying Structures: Gego and the Crisis of Geometric Abstraction in the Americas,CUNY,A. Chave,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2002,No
Howe,Kate,"Accommodating the Faithful: San Bernardino de Sena and the Franciscan Program in Sixteenth-Century Yucatán, Mexico",Florida State,L. Weingarden,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2002,No
Kuwayama,George,Chinese Ceramics in Colonial Latin America,Michigan,M. Powers,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2002,No
Lopez,Elizabeth,"The Mexican Front: Artist Collectives in Mexico City, 1968–1985",UCLA,A. Boime,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2002,No
Paquette,Catha,"Public Duties, Private Interests: Mexican Art at New York's Museum of Modern Art, 1929–1954",UC Santa Barbara,L. Monahan,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2002,No
Trelles Hernandez,Mercedes,"The Contested Object: Pop Art in Latin America, 1964–1974",Harvard,Y-A. Bois,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2002,No
Anderson,Nancy A.,"Observing Techniques: Images from the Microscopical Life Sciences, 1850–1895",Michigan,C. Brusati,M. Pernick,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Anderson-Riedel,Susanne,"Creativity and Reproduction: Establishing the Graphic Arts as an Academic Discipline, The Engraving Department at the Institut de France and the Rome Prize for Engraving, 1803–1825",UCLA,A. Boime,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Audeh,Aida,Rodin's Gates of Hell and Dante's Divine Comedy: An Iconographic Study,Iowa,D. Johnson,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Bland,Cynthia K.,"Inspiration, Innovation, and Emotion: The Early Religious Paintings of Eugène Delacroix",Iowa,D. Johnson,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Brown,Stephen,"Luce, the Artist engagé",Columbia,T. Reff,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Casey-Del Priore,Kimberly Beth,Théodore Géricault's ‘Erotic’ Drawings Reconsidered as Exercises in Composition and Invention,Virginia Commonwealth,E. Garberson,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Chapin Weaver,Mary,"Henri de Toulouse-Lautrec and the Café-Concert: Printmaking, Publicity, and Celebrity in Fin-de-Siècle Paris",IFA/NYU,L. Nochlin,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Costello,Robert Leo,The Center Cannot Hold: J. M. W. Turner’s Contemporary History Paintings in the Age of Revolution,Bryn Mawr,C. Hertel,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
David,Alison Matthews,"Cutting a Figure: Tailoring, Technology, and Social Identity in Nineteenth-Century Paris",Stanford,M. Marrinan,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Getsy,David J.,Physicality and Modern Sculpture in Late-Victorian Britain,Northwestern,W. Davis,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Gindhart,Maria,The Art and Science of Late Nineteenth-Century Images of Human Prehistory at the National Museum of Natural History in Paris,Pennsylvania,S. Sidlauskas,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Gliem,David E.,Pierre Bonnard: Le Nabi très Japonard,Penn State,G. Mauner,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Gobran,Sophie,"The First Dresden Hoftheater (1835–1841), Gottfried Semper and Theater Architecture in Vormarz Germany",Columbia,B. Bergdoll,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Hopson,Robert R.,The Symbolist Portraiture of Berthe Morisot,Iowa,D. Johnson,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Keating,Mary O.,The Genre Interior in English Painting: From Dutch Origins to Native Solutions,Penn State,G. Mauner,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Kihara,Elizabeth,"Alfred Stevens (1823–1906),‘La Femme Seule’: Constructions of 1906 and Modernity in French Art of the Later Nineteenth Century",IFA/NYU,R. Lubar,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Klahr,Douglas,"The Architectural Patronage of Wilhelm II: Issues of Urban, Dynastic, and National Identity in the Work of Hofarchitekt Ernst von Ihne",Brown,D. Neumann,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Kramer,Martin,"Immaculate Skin, Admirable Machine Body, and Representation in French Aesthetics, Science, and Art, 1850–1900",Princeton,C. Armstrong,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Kuenzli,Katherine,The Anti-Heroism of Modern Life: Symbolist Decoration and the Problem of Privacy in Fin-de-Siècle Modernist Painting,UC Berkeley,T.J. Clark,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Lewis,Rael,"Intoxication and Representation: A Visual Culture of Absinthe, 1859–1915",Stanford,M. Marrinan,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
MacNamidhe,Margaret,The Dilemma of Painting in the 1824 Salon: A New Interpretation of Eugène Delacroix's Career,Johns Hopkins,M. Fried,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Marsteller,Nancy-Clay,Sir Edward John Poynter and His Paintings of the Female Nude: Influences and Ideals,Case Western Reserve,J. Neils,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Ni,Ming,The Construction of Childhood Spaces as Represented in Victorian Art,Louisville,J. Kloner,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Olsen,Kara,"Through the Looking Glass: Engagements with History and the Decorative Arts in Britain, 1870–1910",UC Berkeley,M. Lovell,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Pierce,Alexandria,Imperialist Intent—Colonial Response: The Art Collection and Cultural Milieu of Lord Strathcona in Nineteenth-Century Montreal,McGill,T. Chang,J. Sloan,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Pinson,Stephen,Speculating Daguerre,Harvard,H. Zerner,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Schedler,Amanda Adams,"The Nation, the Nude, and Desire: An Account of William Etty and His Work in the Nineteenth and Twentieth Centuries",Bryn Mawr,D. Cast,S.Z. Levine,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Switzer,Terri,"Nationalism in Hungarian Art, c. 1860–1920",Indiana,M. Facos,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Tsui,Aileen,"Nothing of Substance: James McNeill Whistler, the Viewer, and the Gentle Art of Painting",Harvard,H. Zerner,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Whitmore,Janet,"Painting Collections and the Gilded Age Art Market: Minneapolis, Chicago, St. Louis, 1870–1925",Minnesota,G. Weisberg,,,,Nineteenth-Century Art,Nineteenth Century,2002,No
Bowles,John,Bodies of Work: Autobiography and Identity in Adrian Piper's Conceptual and Performance Art,UCLA,C. Whiting,,,,Performance Studies,Performance Studies,2002,No
Lambert,Carrie,"Yvonne Rainer's Media: Performance, Photography, and American Culture, 1961–1973",Stanford,P. Lee,,,,Performance Studies,Performance Studies,2002,No
Rodenbeck,Judith,"The Black Box of Experience: Happenings and the Mechanization of Affect, 1958–1966",Columbia,R. Krauss,B. Buchloh,,,Performance Studies,Performance Studies,2002,No
Wacker,Kelly,"Convergence: Form, Meaning, and Context in the Work of Alice Aycock, Nancy Holt, and Mary Miss",Louisville,J. Kloner,,,,Performance Studies,Performance Studies,2002,No
Yoshimoto,Midori,"Into Performance: Japanese Women Artists in New York, 1955–1975",Rutgers,J. Marter,,,,Performance Studies,Performance Studies,2002,No
Cassidy,Anne,Divination by Image: The Borgia Group of Pre-Hispanic Mexican Ritual Calendars,Columbia,E. Pasztory,,,,Pre-Columbian Art,Pre-Columbian Art,2002,No
DiCesare,Catherine,Ochpaniztli and the Woman of Discord: Picturing Native Ritual in Colonial Mexican Books,New Mexico,F. Clancy,,,,Pre-Columbian Art,Pre-Columbian Art,2002,No
Diel,Lori Boornazian,"Power, Politics, and Persuasion: The Painted Histories of the Tira de Tepechpan",Tulane,E. Boone,,,,Pre-Columbian Art,Pre-Columbian Art,2002,No
Morales,"Reinaldo, Jr.",The Nordeste Tradition: Innovation and Continuity in Brazilian Rock Art,Virginia Commonwealth,J. Farmer,,,,Pre-Columbian Art,Pre-Columbian Art,2002,No
Ahrendt,Martha,"The Cultural Legacy and Patronal Stewardship of Margherita Paleologa (1510–1566), Duchess of Mantua and Marchesa of Montferrat",Washington University,W. Wallace,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Bakemeier,Emily,The Portraits Historiés of Henri IV (1589–1610),Princeton,T. DaCosta Kaufmann,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Barker,Sheila,Art in a Time of Danger: Urban VIII's Rome and the Plague of 1629–1634,Columbia,D. Rosand,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Blondin Bowman,Jill,"Constructing History: The Visual Legacy of Pope Sixtus IV,",UIUC,J. Wood,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Bloom,James,"How Antwerp Stole the Idea of Popular Culture; or, The Rise of the Painted Panel in Early Modern Netherlandish Art",Duke,H. Van Miegroet,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Bressler,Ross,Between Ancient and All'Antica: The Imitation of Roman Coins in the Renaissance,Boston,J. Cranston,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Brienen,Rebecca P.,Art and Natural History at a Colonial Court: Albert Eckhout and Georg Marcgraf in Seventeenth-Century Dutch Brazil,Northwestern,L. Silver,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Budd,Denise,Leonardo da Vinci through Milan: Studies on the Documentary Evidence,Columbia,J. Beck,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Butler,Kim,Full of Grace: Raphael's Madonnas and the Rhetoric of Devotion,Johns Hopkins,C. Dempsey,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Byrd,Kimberly,Pierre Gilles' Topography of Constantinople and Its Antiquities: A New Translation with Commentary,Rutgers,A. St. Clair Harvey,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Chase,Vanessa,The Casa delle Zitelle: Gender and Architecture in Renaissance Venice,Columbia,J. Connors,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
De Vries,Joyce,"Power, Gender, and Representation in the Italian Renaissance Court: The Cultural Patronage of Caterina Sforza (1463–1509)",UIUC,J. Wood,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Dreyer,Derick,The Drawings of Peter Vischer the Younger and the Vischer Workshop of Renaissance Nuremberg,Yale,C. Wood,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Ellis,Lloyd,Raffaello Borghini's Il Riposo: A Critical Study and Annotated Translation,Case Western Reserve,E. Olszewski,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Fleming,Alison C.,Emerging from the Shadow of Giotto: The Riminese School and Other Masters in the Trecento Marche,Penn State,B. Curran,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
Gerbino,Anthony,"François Blondel (1618–1686): Architecture, Erudition, and Early Modern Science",Columbia,R. Middleton,,,,Renaissance/Baroque Art,Renaissance/Baroque Art,2002,No
